feature,perturbation,base_rmse,perturbed_rmse,rmse_change,base_r2,perturbed_r2,r2_change
original_language_ca,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_ca,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_cn,0.8,1.3732689722681009,1.3748188569584094,0.0015498846903085894,0.34414458112675705,0.34266333614220845,-0.001481244984548602
original_language_cn,0.9,1.3732689722681009,1.3748188569584094,0.0015498846903085894,0.34414458112675705,0.34266333614220845,-0.001481244984548602
original_language_cn,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_cn,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_cs,0.8,1.3732689722681009,1.373456516995702,0.00018754472760118546,0.34414458112675705,0.34396543104406807,-0.00017915008268898358
original_language_cs,0.9,1.3732689722681009,1.373456516995702,0.00018754472760118546,0.34414458112675705,0.34396543104406807,-0.00017915008268898358
original_language_cs,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_cs,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_da,0.8,1.3732689722681009,1.3740194595564217,0.0007504872883208336,0.34414458112675705,0.343427539293398,-0.0007170418333590778
original_language_da,0.9,1.3732689722681009,1.3740194595564217,0.0007504872883208336,0.34414458112675705,0.343427539293398,-0.0007170418333590778
original_language_da,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_da,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_de,0.8,1.3732689722681009,1.3751919761934561,0.001923003925355271,0.34414458112675705,0.3423064916985781,-0.0018380894281789795
original_language_de,0.9,1.3732689722681009,1.3751919761934561,0.001923003925355271,0.34414458112675705,0.3423064916985781,-0.0018380894281789795
original_language_de,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_de,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_dz,0.8,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_dz,0.9,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_dz,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_dz,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_el,0.8,1.3732689722681009,1.3742613829525478,0.0009924106844469982,0.34414458112675705,0.34319631371375947,-0.0009482674129975832
original_language_el,0.9,1.3732689722681009,1.3742613829525478,0.0009924106844469982,0.34414458112675705,0.34319631371375947,-0.0009482674129975832
original_language_el,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_el,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_en,0.8,1.3732689722681009,1.379904678466002,0.006635706197901214,0.34414458112675705,0.3377910136114385,-0.00635356751531857
original_language_en,0.9,1.3732689722681009,1.379904678466002,0.006635706197901214,0.34414458112675705,0.3377910136114385,-0.00635356751531857
original_language_en,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_en,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_es,0.8,1.3732689722681009,1.379893163589763,0.006624191321662254,0.34414458112675705,0.33780206542222857,-0.006342515704528484
original_language_es,0.9,1.3732689722681009,1.379893163589763,0.006624191321662254,0.34414458112675705,0.33780206542222857,-0.006342515704528484
original_language_es,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_es,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_et,0.8,1.3732689722681009,1.3736948557834825,0.00042588351538164204,0.34414458112675705,0.3437377251814072,-0.0004068559453498377
original_language_et,0.9,1.3732689722681009,1.3736948557834825,0.00042588351538164204,0.34414458112675705,0.3437377251814072,-0.0004068559453498377
original_language_et,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_et,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_fa,0.8,1.3732689722681009,1.3743497209005278,0.0010807486324269089,0.34414458112675705,0.3431118719104955,-0.0010327092162615292
original_language_fa,0.9,1.3732689722681009,1.3743497209005278,0.0010807486324269089,0.34414458112675705,0.3431118719104955,-0.0010327092162615292
original_language_fa,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_fa,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_fi,0.8,1.3732689722681009,1.375329877152955,0.002060904884854109,0.34414458112675705,0.34217458122376665,-0.0019699999029904047
original_language_fi,0.9,1.3732689722681009,1.375329877152955,0.002060904884854109,0.34414458112675705,0.34217458122376665,-0.0019699999029904047
original_language_fi,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_fi,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_fr,0.8,1.3732689722681009,1.3759730589263797,0.0027040866582788148,0.34414458112675705,0.3415591648651235,-0.002585416261633555
original_language_fr,0.9,1.3732689722681009,1.3759730589263797,0.0027040866582788148,0.34414458112675705,0.3415591648651235,-0.002585416261633555
original_language_fr,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_fr,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_ga,0.8,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_ga,0.9,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_ga,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_ga,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_gl,0.8,1.3732689722681009,1.3732849822931308,1.6010025029933317e-05,0.34414458112675705,0.3441292886777294,-1.529244902764848e-05
original_language_gl,0.9,1.3732689722681009,1.3732849822931308,1.6010025029933317e-05,0.34414458112675705,0.3441292886777294,-1.529244902764848e-05
original_language_gl,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_gl,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_gu,0.8,1.3732689722681009,1.3732703458994306,1.373631329792957e-06,0.34414458112675705,0.3441432690691487,-1.3120576083380797e-06
original_language_gu,0.9,1.3732689722681009,1.3732703458994306,1.373631329792957e-06,0.34414458112675705,0.3441432690691487,-1.3120576083380797e-06
original_language_gu,1.1,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_gu,1.2,1.3732689722681009,1.3732689722681009,0.0,0.34414458112675705,0.34414458112675705,0.0
original_language_he,0.8,1.3732689722681009,1.3747230113281368,0.0014540390600359387,0.34414458112675705,0.34275498552627837,-0.001389595600478688
original_language_he,0.9,1.3732689722681009,1.3747230113281368,0.0014540390600359387,0.34414458112675705,0.34275498552627837,-0.001389595600478688
